timestamp,symbol,open,high,low,close,volume
2015-01-02T00:00:00-05:00,XLE,25.109976847828765,25.448050174643882,24.99834665881389,25.36512565612793,55498200.0
2015-01-05T00:00:00-05:00,XLE,25.011115104910758,25.02068285471336,24.191444616671845,24.31583023071289,90790400.0
2015-01-06T00:00:00-05:00,XLE,24.274362168288587,24.47210452928154,23.789575229500358,23.958614349365234,83753200.0
2015-01-07T00:00:00-05:00,XLE,24.248845041699923,24.35409511921145,23.850172717764828,24.009641647338867,62384800.0
2015-01-08T00:00:00-05:00,XLE,24.204200984100453,24.606063484970075,24.105330997631498,24.548654556274414,56373800.0
2015-01-09T00:00:00-05:00,XLE,24.564602802812704,24.606066298630743,24.13403700501254,24.35410499572754,49904200.0
2015-01-12T00:00:00-05:00,XLE,24.044725609323304,24.044725609323304,23.52485776186757,23.652433395385742,57881200.0
2015-01-13T00:00:00-05:00,XLE,23.748116554716876,23.933101127040196,23.244194071478795,23.464262008666992,68102800.0
2015-01-14T00:00:00-05:00,XLE,23.241004401327434,23.57270009151717,22.867845229049642,23.537616729736328,104305000.0
2015-01-15T00:00:00-05:00,XLE,23.815098548134696,23.875697543413068,23.21868607870367,23.237821578979492,82692000.0
2015-01-16T00:00:00-05:00,XLE,23.37495598740552,24.02558951202069,23.35582049451479,23.993696212768555,85483800.0
2015-01-20T00:00:00-05:00,XLE,23.86931813240722,24.035167250752203,23.57908582525915,24.022409439086914,56171600.0
2015-01-21T00:00:00-05:00,XLE,24.197818211899747,24.51675609691241,24.0224014018216,24.5103759765625,56661600.0
2015-01-22T00:00:00-05:00,XLE,24.666659420988612,24.701742789492904,24.175497128535326,24.625198364257812,66037600.0
2015-01-23T00:00:00-05:00,XLE,24.51357185135548,24.800616502614442,24.411511801274905,24.449785232543945,42294800.0
2015-01-26T00:00:00-05:00,XLE,24.53270805801321,24.86440383866911,24.31583014117295,24.800617218017578,36724200.0
2015-01-27T00:00:00-05:00,XLE,24.606065387812897,24.90267780346094,24.545466393585812,24.784669876098633,43204600.0
2015-01-28T00:00:00-05:00,XLE,24.717688390596376,24.717688390596376,23.760874646444258,23.8087158203125,77666800.0
2015-01-29T00:00:00-05:00,XLE,24.000080323822463,24.031973631612043,23.3494466250407,23.888452529907227,60247400.0
2015-01-30T00:00:00-05:00,XLE,23.709856466305812,24.370060649237857,23.550387421146464,24.095773696899414,87696200.0
2015-02-02T00:00:00-05:00,XLE,24.39237648154437,24.842077744068522,24.22652737812996,24.832509994506836,70931400.0
2015-02-03T00:00:00-05:00,XLE,25.1195504611941,25.642608438685578,25.10998271322707,25.511842727661133,94055800.0
2015-02-04T00:00:00-05:00,XLE,25.18015307702689,25.323676631026313,24.880353024170862,25.090850830078125,82264400.0
2015-02-05T00:00:00-05:00,XLE,25.38745912200686,25.594769266275993,25.234370275961243,25.451248168945312,63572400.0
2015-02-06T00:00:00-05:00,XLE,25.65218252521731,25.69683364896534,25.330054475346145,25.457630157470703,52269200.0
2015-02-09T00:00:00-05:00,XLE,25.566067401632477,25.776565184645598,25.425733924088085,25.483142852783203,40407600.0
2015-02-10T00:00:00-05:00,XLE,25.52779543711829,25.550120997709165,25.00792742147155,25.470386505126953,43942600.0
2015-02-11T00:00:00-05:00,XLE,25.14506687312648,25.406598328754217,25.017493639449043,25.291780471801758,52393200.0
2015-02-12T00:00:00-05:00,XLE,25.636237656177272,25.741487788759628,25.451255450391834,25.62347984313965,52844600.0
2015-02-13T00:00:00-05:00,XLE,25.87543945719865,26.194377462045043,25.808462768177368,26.165674209594727,62375800.0
2015-02-17T00:00:00-05:00,XLE,26.041292666091152,26.290063959554338,25.88820132910383,26.245412826538086,44251800.0
2015-02-18T00:00:00-05:00,XLE,26.031718496616513,26.136966179464608,25.862679325234776,25.932846069335938,38762800.0
2015-02-19T00:00:00-05:00,XLE,25.393845124535524,25.958364329188598,25.279027246757966,25.81165313720703,47744000.0
2015-02-20T00:00:00-05:00,XLE,25.74148809188577,25.87225385208324,25.473581314852996,25.68726921081543,51283600.0
